iter	RMSE
148	0.01853004355
149	0.01852948722
150	0.01852902648
151	0.01852841646
152	0.01852768056
153	0.01852713483
154	0.01852661844
155	0.01852555996
156	0.01852514221
157	0.01852482096
158	0.01852379528
159	0.01852344409
160	0.01852312072
161	0.01852206235
162	0.01852157464
163	0.01852131229
164	0.01852049024
165	0.01851932389
166	0.01851801354
167	0.01851591955
168	0.01851544884
169	0.0185145021
170	0.01851320247
171	0.01851232756
172	0.01851203603
173	0.01851088181
174	0.01851046529
175	0.01850949784
176	0.01850912293
177	0.01850884755
178	0.01850827554
179	0.01850746637
180	0.01850716005
181	0.01850652435
182	0.01850569798
183	0.01850536775
184	0.01850515278
185	0.01850439599
186	0.01850359116
187	0.01850307282
188	0.01850255964
189	0.01850225345
190	0.01850194958
191	0.01850108261
192	0.01850071111
193	0.01850039628
194	0.01849999483
195	0.01849958869
196	0.01849934775
197	0.01849899603
198	0.01849861906
199	0.0184983582
200	0.01849805921
201	0.01849734637
202	0.01849670282
203	0.01849590984
204	0.01849561117
205	0.01849513502
206	0.01849463768
207	0.01849407926
208	0.01849373905
209	0.01849353138
210	0.01849317657
211	0.01849283787
212	0.01849264365
213	0.0184921317
214	0.01849138347
215	0.01849051955
216	0.01849031026
217	0.01849016659
218	0.01849001631
219	0.01848971809
220	0.01848941035
221	0.01848881205
222	0.01848808929
223	0.01848749191
224	0.01848688474
225	0.01848630886
226	0.01848554545
227	0.01848531884
228	0.01848495493
229	0.01848432494
230	0.01848396797
231	0.0184834761
232	0.0184831613
233	0.01848251261
234	0.01848232243
235	0.01848206099
236	0.01848166091
237	0.01848125873
238	0.01848066484
239	0.01848031536
240	0.01848009061
241	0.01847973455
242	0.01847927472
243	0.01847922371
244	0.01847892109
245	0.0184784554
246	0.01847798879
247	0.01847774744
248	0.01847743122
249	0.01847720318
250	0.01847694767
251	0.01847663761
252	0.01847646491
253	0.01847623619
254	0.0184760625
255	0.01847578845
256	0.01847557182
257	0.0184755253
258	0.01847525436
259	0.01847505773
260	0.01847473843
261	0.01847443727
262	0.01847396677
263	0.01847363361
264	0.01847302377
265	0.01847289481
266	0.01847234827
267	0.01847216081
268	0.01847172378
269	0.018471386
270	0.01847103454
271	0.01847078019
272	0.01847056385
273	0.01847045987
274	0.01847018274
275	0.01846995393
276	0.01846971737
277	0.01846899409
278	0.01846823842
279	0.01846779595
280	0.0184676941
281	0.01846750143
282	0.01846722237
283	0.01846698342
284	0.0184666767
285	0.01846640231
286	0.01846616858
287	0.01846577462
288	0.0184655357
289	0.01846520215
290	0.01846488417
291	0.018464411
292	0.01846395623
293	0.01846373987
294	0.0184634884
295	0.01846325051
296	0.01846276678
297	0.01846251756
298	0.01846196301
299	0.01846178298
300	0.01846155444
301	0.01846150654
302	0.01846113888
303	0.01846090049
304	0.01846071148
305	0.01846047739
306	0.01846011326
307	0.01845990772
308	0.01845985859
309	0.01845915287
310	0.01845866214
311	0.01845848017
312	0.01845823078
313	0.01845807763
314	0.0184578834
315	0.01845750379
316	0.01845733521
317	0.01845687103
318	0.01845660839
319	0.01845640438
320	0.01845623046
321	0.01845598493
322	0.0184554242
323	0.01845516113
324	0.01845468482
325	0.01845447252
326	0.01845425594
327	0.01845412329
328	0.01845385051
329	0.01845371915
330	0.01845329296
331	0.01845299376
332	0.01845283266
333	0.01845253213
334	0.01845211413
335	0.01845184943
336	0.01845157416
337	0.01845130432
338	0.01845117742
339	0.01845091897
340	0.01845061953
341	0.01845021768
342	0.01844991982
343	0.01844956774
344	0.01844909637
345	0.01844885435
346	0.01844878032
347	0.01844868701
348	0.0184484543
349	0.01844829593
350	0.01844786413
351	0.01844761932
352	0.01844747107
353	0.01844725397
354	0.01844694562
355	0.01844678742
356	0.01844660417
357	0.01844648465
358	0.01844624736
359	0.01844593617
360	0.01844559339
361	0.01844518322
362	0.01844496066
363	0.01844481281
364	0.01844467018
365	0.0184445434
366	0.01844427502
367	0.01844391027
368	0.01844340225
369	0.01844314546
370	0.01844299719
371	0.01844276423
372	0.01844258137
373	0.01844240372
374	0.01844215539
375	0.01844184234
376	0.0184414096
377	0.01844120459
378	0.0184408455
379	0.01844058874
380	0.0184401952
381	0.01844000526
382	0.0184398774
383	0.01843965721
384	0.01843940993
385	0.01843920146
386	0.01843901319
387	0.01843879512
388	0.01843850491
389	0.01843834478
390	0.01843787144
391	0.01843754254
392	0.01843732549
393	0.01843701332
394	0.01843681228
395	0.01843650862
396	0.01843624612
397	0.0184359377
398	0.01843546257
399	0.01843504068
400	0.01843472547
401	0.01843444843
402	0.01843421489
403	0.01843395866
404	0.01843359215
405	0.01843330718
406	0.01843309297
407	0.01843275587
408	0.01843253276
409	0.01843228769
410	0.01843211885
411	0.01843194772
412	0.01843174614
413	0.01843150149
414	0.01843112398
415	0.01843095523
416	0.01843076247
417	0.01843051023
418	0.0184301859
419	0.01842999669
420	0.01842977909
421	0.01842954602
422	0.01842936143
423	0.01842910827
424	0.01842887338
425	0.01842857739
426	0.01842833888
427	0.01842816514
428	0.01842789547
429	0.01842763194
430	0.01842734428
431	0.01842716264
432	0.01842686627
433	0.01842663388
434	0.01842639803
435	0.01842606759
436	0.0184259429
437	0.01842576122
438	0.01842561354
439	0.01842529569
440	0.01842508575
441	0.01842472273
442	0.01842428508
443	0.01842413617
444	0.01842399919
445	0.01842389393
446	0.01842364234
447	0.01842334098
448	0.01842294713
449	0.01842260214
450	0.01842245267
451	0.01842221528
452	0.01842200876
453	0.01842183775
454	0.01842163863
455	0.01842145377
456	0.0184210788
457	0.01842076404
458	0.01842057304
459	0.01842036482
460	0.01842015402
461	0.0184199399
462	0.01841980464
463	0.01841952614
464	0.01841927482
465	0.01841889743
466	0.01841870056
467	0.01841852486
468	0.01841825323
469	0.01841795886
470	0.01841777086
471	0.01841752273
472	0.01841727588
473	0.01841707753
474	0.01841686325
475	0.018416659
476	0.01841648926
477	0.01841637109
478	0.01841594513
479	0.01841575758
480	0.01841546986
481	0.01841516548
482	0.01841500713
483	0.01841479935
484	0.01841456046
485	0.0184143654
486	0.01841415715
487	0.01841394208
488	0.01841379708
489	0.01841352375
490	0.01841340311
491	0.01841319984
492	0.01841300389
493	0.01841278878
494	0.01841262535
495	0.01841242045
496	0.01841223332
497	0.0184120136
498	0.01841183897
499	0.01841162667
500	0.01841145573
501	0.01841133226
502	0.01841109411
503	0.01841087772
504	0.01841057032
505	0.01841035536
506	0.01841011616
507	0.01840963788
508	0.01840948985
509	0.01840910516
510	0.01840879729
511	0.0184087599
512	0.01840851852
513	0.01840833747
514	0.01840789886
515	0.01840772291
516	0.0184074556
517	0.01840726637
518	0.01840698111
519	0.01840681164
520	0.01840662718
521	0.01840637168
522	0.01840616586
523	0.01840601925
524	0.01840562635
525	0.01840529938
526	0.01840506234
527	0.01840486219
528	0.01840473796
529	0.01840458731
530	0.01840432147
531	0.01840414305
532	0.01840393796
533	0.01840380472
534	0.01840334842
535	0.01840310921
536	0.01840292213
537	0.01840276599
538	0.01840252954
539	0.01840236291
540	0.01840229415
541	0.01840213107
542	0.01840189454
543	0.01840176279
544	0.01840164295
545	0.01840135412
546	0.01840114447
547	0.01840093323
548	0.0184008291
549	0.01840059461
550	0.0184002962
551	0.01840008716
552	0.01839985555
553	0.01839960732
554	0.01839941483
555	0.01839927176
556	0.01839907269
557	0.0183987839
558	0.01839858345
559	0.01839848137
560	0.01839828064
561	0.01839819404
562	0.01839797572
563	0.01839780073
564	0.01839748337
565	0.01839710315
566	0.01839689541
567	0.01839668892
568	0.01839656272
569	0.01839634476
570	0.01839620931
571	0.0183960409
572	0.0183958144
573	0.01839566307
574	0.01839543536
575	0.01839526062
576	0.01839504329
577	0.01839471669
578	0.0183944036
579	0.01839420676
580	0.01839409616
581	0.01839369497
582	0.01839355536
583	0.01839341029
584	0.01839312141
585	0.01839294814
586	0.0183927794
587	0.01839263776
588	0.01839220325
589	0.01839186514
590	0.01839167233
591	0.01839151881
592	0.01839120599
593	0.01839107513
594	0.01839090151
595	0.01839076818
596	0.01839061701
597	0.01839035334
598	0.01839008538
599	0.01838972137
600	0.01838960019
601	0.01838951955
602	0.01838933721
603	0.01838911536
604	0.01838886316
605	0.01838866306
606	0.01838834944
607	0.01838819101
608	0.01838801297
609	0.01838779545
610	0.0183874832
611	0.01838730258
612	0.01838704498
613	0.01838665712
614	0.01838648562
615	0.01838621395
616	0.01838592946
617	0.0183857653
618	0.01838552838
619	0.01838518368
620	0.01838495183
621	0.01838467034
622	0.01838454979
623	0.01838424827
624	0.01838413165
625	0.01838387839
626	0.01838372288
627	0.0183835985
628	0.01838348843
629	0.01838316359
630	0.0183830235
631	0.018382897
632	0.01838273567
633	0.01838234992
634	0.0183821674
635	0.01838199794
636	0.01838184698
637	0.01838176909
638	0.0183817264
639	0.01838149922
640	0.01838131059
641	0.01838113892
642	0.01838101415
643	0.01838088249
644	0.01838073312
645	0.01838059006
646	0.01838041106
647	0.01838016459
648	0.01837995292
649	0.01837962633
650	0.01837930039
651	0.01837892718
652	0.01837878291
653	0.01837847459
654	0.01837825502
655	0.01837797781
656	0.01837783153
657	0.01837758402
658	0.01837736103
659	0.01837719911
660	0.01837693723
661	0.01837676198
662	0.01837658643
663	0.01837649574
664	0.01837635735
665	0.01837612661
666	0.01837600089
667	0.01837582854
668	0.0183755913
669	0.0183754795
670	0.01837529573
671	0.0183750229
672	0.01837467566
673	0.01837427834
674	0.01837398007
675	0.01837372439
676	0.01837357369
677	0.01837344971
678	0.01837332932
679	0.01837311406
680	0.0183729422
681	0.01837278235
682	0.01837255462
683	0.01837240693
684	0.01837226636
685	0.01837200776
686	0.01837175613
687	0.01837160644
688	0.01837145453
689	0.01837133901
690	0.01837118126
691	0.01837096816
692	0.01837080488
693	0.01837068802
694	0.01837045157
695	0.01837032753
696	0.01837006464
697	0.01836979953
698	0.01836973265
699	0.01836957293
700	0.01836943717
701	0.01836906591
702	0.01836880894
703	0.01836845779
704	0.01836831127
705	0.0183681171
706	0.0183679905
707	0.01836769394
708	0.01836753622
709	0.01836726685
710	0.01836706682
711	0.01836678206
712	0.01836661868
713	0.018366374
714	0.01836617903
715	0.01836597271
716	0.01836577422
717	0.01836565729
718	0.01836544724
719	0.01836531432
720	0.01836517695
721	0.0183649617
722	0.0183648231
723	0.01836464269
724	0.0183644684
725	0.01836440756
726	0.01836425788
727	0.01836417055
728	0.01836400301
729	0.01836376242
730	0.01836357967
731	0.01836341416
732	0.0183633076
733	0.01836313801
734	0.01836296358
735	0.01836283798
736	0.01836271422
737	0.01836249577
738	0.0183621527
739	0.01836198957
740	0.01836188451
741	0.01836173896
742	0.01836162811
743	0.01836146288
744	0.01836130547
745	0.01836120507
746	0.01836085562
747	0.01836075839
748	0.01836045069
749	0.01836011911
750	0.01835994749
751	0.0183597164
752	0.01835963785
753	0.01835949953
754	0.01835924519
755	0.01835899083
756	0.01835877665
757	0.01835852992
758	0.0183581814
759	0.01835792289
760	0.0183576211
761	0.01835725239
762	0.01835714253
763	0.01835699061
764	0.01835686562
765	0.01835675454
766	0.01835653278
767	0.01835641961
768	0.0183560549
769	0.01835595718
770	0.01835583379
771	0.01835559233
772	0.01835541283
773	0.01835518401
774	0.01835507125
775	0.01835474772
776	0.01835456268
777	0.01835419934
778	0.01835395946
779	0.01835377836
780	0.01835360584
781	0.01835328685
782	0.01835311481
783	0.01835291912
784	0.01835277786
785	0.01835260446
786	0.01835245689
787	0.01835233505
788	0.01835224177
789	0.01835203856
790	0.0183518207
791	0.01835157623
792	0.01835146622
793	0.01835139511
794	0.01835128004
795	0.01835114443
796	0.01835092586
797	0.01835075138
798	0.01835049974
799	0.01835039384
800	0.01835011638
801	0.01834998234
802	0.01834983042
803	0.01834959094
804	0.01834928383
805	0.01834912984
806	0.01834908223
807	0.01834900183
808	0.01834886424
809	0.01834865955
810	0.01834837931
811	0.01834810238
812	0.01834792858
813	0.01834772451
814	0.01834747108
815	0.01834729147
816	0.01834714748
817	0.01834701114
818	0.01834673547
819	0.01834657361
820	0.01834636474
821	0.01834611456
822	0.01834580918
823	0.01834551683
824	0.01834535196
825	0.0183451272
826	0.01834499068
827	0.01834484953
828	0.01834463627
829	0.01834453385
830	0.01834440614
831	0.0183442167
832	0.01834412512
833	0.01834394872
834	0.01834379992
835	0.01834371615
836	0.01834355485
837	0.01834326666
838	0.01834300044
839	0.01834289145
840	0.01834269223
841	0.01834252592
842	0.01834235826
843	0.01834215188
844	0.01834204155
845	0.01834184642
846	0.01834172533
847	0.01834158521
848	0.01834127799
849	0.01834112876
850	0.01834091228
851	0.01834076611
852	0.01834054213
853	0.01834039921
854	0.01834020305
855	0.01834007125
856	0.01833986663
857	0.01833969793
858	0.0183395152
859	0.01833939048
860	0.01833923579
861	0.01833905487
862	0.01833893822
863	0.01833880756
864	0.01833867066
865	0.01833858839
866	0.01833849395
867	0.01833836256
868	0.01833824337
869	0.01833804446
870	0.01833794373
871	0.01833773579
872	0.01833758886
873	0.01833740927
874	0.01833723311
875	0.01833706605
876	0.01833690474
877	0.01833666816
878	0.0183365593
879	0.01833643882
880	0.01833629332
881	0.01833617667
882	0.01833596606
883	0.01833579133
884	0.01833568471
885	0.01833545948
886	0.01833530416
887	0.01833519304
888	0.01833502162
889	0.01833482488
890	0.01833472568
891	0.01833452424
892	0.0183344605
893	0.01833421519
894	0.01833390614
895	0.01833380983
896	0.01833360326
897	0.01833345055
898	0.0183333445
899	0.01833310898
900	0.01833302033
901	0.01833292892
902	0.01833286953
903	0.01833274121
904	0.01833244748
905	0.01833213632
906	0.01833200086
907	0.01833186806
908	0.01833163085
909	0.01833150121
910	0.01833136314
911	0.0183312416
912	0.01833110018
913	0.01833090943
914	0.01833068798
915	0.01833052167
916	0.01833036025
917	0.01833015987
918	0.01833000387
919	0.01832985608
920	0.0183294814
921	0.01832937238
922	0.01832921054
923	0.01832893578
924	0.0183287875
925	0.01832868334
926	0.01832860265
927	0.01832819004
928	0.01832799287
929	0.01832767137
930	0.01832750523
931	0.01832740662
932	0.0183272334
933	0.01832697578
934	0.01832681776
935	0.01832667659
936	0.01832657052
937	0.01832639053
938	0.01832602174
939	0.01832595048
940	0.01832570257
941	0.01832548821
942	0.01832541827
943	0.01832527808
944	0.01832513498
945	0.01832498213
946	0.01832473848
947	0.01832461749
948	0.01832436367
949	0.01832421813
950	0.01832403779
951	0.01832391471
952	0.01832378455
953	0.01832338267
954	0.01832314364
955	0.01832297627
956	0.01832285126
957	0.01832275144
958	0.01832247146
959	0.01832229709
960	0.01832207267
961	0.01832195908
962	0.01832175885
963	0.0183216491
964	0.01832151431
965	0.01832132727
966	0.01832117656
967	0.01832101453
968	0.01832079779
969	0.01832063241
970	0.0183203395
971	0.01832024211
972	0.0183200346
973	0.01831991693
974	0.01831985554
975	0.01831974855
976	0.01831952606
977	0.01831938061
978	0.01831923365
979	0.0183190874
980	0.01831896608
981	0.01831884833
982	0.01831875407
983	0.01831850207
984	0.01831818474
985	0.01831809842
986	0.01831786415
987	0.01831778159
988	0.01831765075
989	0.01831731487
990	0.0183169842
991	0.018316708
992	0.01831643777
993	0.01831634156
994	0.01831615653
995	0.01831592016
996	0.01831575098
997	0.01831564618
998	0.0183155399
999	0.01831544402
